7.500000000000000000e+01,5.290969372493917717e+02,1.628004687499999932e+02,1.607590885416666708e+02,1.718855078125000091e+02,1.619964134453124984e+02,0.000000000000000000e+00
6.800000000000000000e+01,5.244689038395586067e+02,1.650947135416666640e+02,1.646772005208333383e+02,1.704350260416666742e+02,1.651816787916666840e+02,0.000000000000000000e+00
7.800000000000000000e+01,5.300584529818964938e+02,1.849794661458333280e+02,1.809309244791666629e+02,1.920727864583333258e+02,1.825960868723958299e+02,0.000000000000000000e+00
5.100000000000000000e+01,6.790524564529988538e+02,1.716255468749999977e+02,1.713626953124999943e+02,1.765792187499999955e+02,1.717952105468750119e+02,0.000000000000000000e+00
8.800000000000000000e+01,4.973934147859978339e+02,1.824493098958333235e+02,1.785304817708333474e+02,1.896380338541666788e+02,1.801655898906250002e+02,0.000000000000000000e+00
5.900000000000000000e+01,6.862555770906797079e+02,1.601398046875000034e+02,1.585593880208333246e+02,1.660496484374999966e+02,1.594361814062500002e+02,0.000000000000000000e+00
7.500000000000000000e+01,4.731074444216610004e+02,1.766320572916666549e+02,1.705230598958333417e+02,1.794357942708333269e+02,1.724653321640624881e+02,0.000000000000000000e+00
7.400000000000000000e+01,4.965756524134731080e+02,1.808635937500000068e+02,1.748549739583333462e+02,1.839399739583333258e+02,1.767883435260416718e+02,0.000000000000000000e+00
6.900000000000000000e+01,5.560011437060511525e+02,1.703982682291666606e+02,1.689042578124999920e+02,1.784628515624999920e+02,1.699120148958332948e+02,0.000000000000000000e+00
5.700000000000000000e+01,7.920076944311364286e+02,1.728595572916666754e+02,1.693559505208333462e+02,1.779082552083333439e+02,1.707182937187500045e+02,0.000000000000000000e+00
6.700000000000000000e+01,4.637131497509047904e+02,1.588602083333333326e+02,1.576598697916666652e+02,1.647830729166666686e+02,1.584293570312499924e+02,0.000000000000000000e+00
5.900000000000000000e+01,6.370444339671803391e+02,1.461046744791666754e+02,1.439949869791666686e+02,1.564471093749999966e+02,1.453425497786458322e+02,0.000000000000000000e+00
